max_visitors,avg_visitors,count_visitors,weekend_visitors,sum_visitors
12,6,6,78,39
50,29,7,414,207
49,34,6,416,208
11,6,6,74,37
21,12,7,168,84
50,26,7,374,187
73,47,6,564,282
42,31,7,438,219
12,7,6,84,42
9,6,4,48,24
28,18,7,256,128
17,9,5,90,45
59,41,6,498,249
45,30,7,428,214
56,35,7,496,248
26,18,6,220,110
29,16,6,198,99
57,28,5,282,141
30,17,5,170,85
12,10,5,106,53
19,8,5,80,40
18,9,7,138,69
41,16,6,200,100
66,47,6,570,285
23,11,5,112,56
39,27,7,384,192
32,18,5,182,91
16,10,7,152,76
26,19,6,238,119
48,29,7,418,209
30,14,7,204,102
15,11,5,114,57
16,9,4,74,37
8,5,7,82,41
17,11,4,94,47
20,14,7,208,104
20,9,6,112,56
27,17,5,178,89
45,34,7,476,238
38,16,6,192,96
16,9,4,74,37
29,21,7,304,152
46,25,7,350,175
11,9,5,92,46
16,12,7,174,87
21,15,6,186,93
57,39,7,554,277
23,9,7,126,63
47,29,7,416,208
19,11,6,140,70
44,26,6,316,158
15,6,6,78,39
54,45,5,456,228
56,31,6,376,188
13,8,4,64,32
61,23,7,324,162
33,20,5,208,104
46,29,7,406,203
11,5,5,58,29
8,4,5,48,24
27,11,6,138,69
42,16,6,196,98
32,13,7,182,91
34,21,7,298,149
15,9,7,134,67
24,19,4,154,77
21,14,7,200,100
7,5,5,54,27
32,12,6,154,77
45,26,7,370,185
13,8,5,80,40
55,38,4,304,152
68,42,4,338,169
50,28,6,340,170
39,19,7,278,139
23,10,7,148,74
36,20,6,240,120
64,40,7,564,282
26,19,7,272,136
29,19,5,196,98
34,16,7,232,116
48,32,7,454,227
16,8,6,100,50
47,28,7,400,200
30,17,7,238,119
13,10,7,144,72
36,23,7,324,162
32,23,5,236,118
41,33,5,338,169
34,20,6,242,121
4,2,4,22,11
17,11,6,138,69
15,9,6,110,55
27,18,6,222,111
8,6,3,38,19
54,40,5,402,201
45,34,6,410,205
40,24,6,296,148
59,22,6,268,134
11,6,6,82,41
46,31,6,380,190
44,29,5,296,148
40,26,5,268,134
20,13,5,138,69
32,24,5,240,120
23,11,6,140,70
45,18,7,260,130
14,8,7,116,58
12,5,5,52,26
26,13,7,184,92
69,38,7,542,271
20,11,6,142,71
48,34,6,410,205
34,25,6,306,153
93,52,6,632,316
48,36,5,364,182
25,10,7,140,70
22,11,5,110,55
42,32,6,388,194
48,23,4,190,95
8,5,6,66,33
56,33,4,264,132
13,6,6,78,39
19,8,7,114,57
25,13,6,160,80
31,21,6,254,127
23,13,7,182,91
30,13,7,188,94
18,10,7,146,73
61,28,6,344,172
23,8,6,98,49
61,28,7,398,199
21,9,7,126,63
47,32,7,456,228
13,11,5,112,56
34,28,5,286,143
35,26,6,316,158
17,11,5,116,58
10,7,4,60,30
44,29,7,408,204
49,30,6,364,182
29,23,6,284,142
23,11,6,138,69
28,18,4,150,75
27,17,7,242,121
18,10,5,102,51
44,20,5,204,102
12,8,5,84,42
35,24,7,336,168
53,36,6,436,218
136,66,6,792,396
24,14,5,144,72
21,9,7,134,67
10,5,7,82,41
10,5,7,76,38
42,20,7,284,142
42,33,5,330,165
56,35,6,426,213
79,49,6,588,294
23,13,5,130,65
16,10,6,124,62
12,7,6,92,46
45,28,6,338,169
8,6,6,82,41
28,21,5,210,105
34,22,6,270,135
36,29,7,408,204
27,16,7,224,112
9,6,6,76,38
17,10,7,152,76
18,8,6,106,53
38,24,6,294,147
8,3,5,30,15
8,5,5,50,25
13,9,5,98,49
18,14,5,146,73
15,7,5,78,39
10,8,3,52,26
42,26,5,260,130
13,6,6,82,41
7,5,4,42,21
54,40,4,326,163
55,31,6,378,189
20,17,6,214,107
14,5,5,54,27
35,15,7,222,111
44,21,6,254,127
48,28,4,228,114
90,46,7,648,324
15,8,7,116,58
57,34,7,488,244
38,21,6,260,130
15,8,6,96,48
23,12,6,146,73
36,26,7,368,184
41,30,4,240,120
47,15,7,220,110
33,26,6,314,157
71,33,6,398,199
24,15,5,154,77
31,24,7,336,168
22,9,6,116,58
21,12,7,172,86
69,40,5,400,200
18,7,4,58,29
86,34,6,410,205
4,2,7,34,17
90,40,7,568,284
43,19,7,270,135
22,14,5,148,74
74,47,5,472,236
47,33,7,464,232
26,14,7,208,104
19,17,4,136,68
20,11,6,138,69
43,27,6,326,163
81,35,7,490,245
7,5,4,46,23
35,14,7,204,102
3,1,7,22,11
22,15,7,218,109
38,16,5,162,81
35,14,6,174,87
14,7,6,84,42
35,19,7,270,135
29,19,7,274,137
16,9,7,128,64
43,31,5,312,156
5,3,6,38,19
27,16,5,164,82
60,32,5,322,161
22,14,7,202,101
35,17,7,242,121
95,45,6,544,272
59,31,6,378,189
60,34,7,478,239
26,19,6,238,119
50,25,6,308,154
22,12,5,120,60
46,27,5,272,136
19,12,7,178,89
61,42,5,426,213
28,18,5,184,92
17,10,7,146,73
10,8,2,32,16
35,15,7,216,108
59,30,6,360,180
17,10,7,152,76
54,27,7,378,189
44,26,7,366,183
21,11,6,140,70
11,9,5,96,48
18,7,6,84,42
25,16,6,194,97
9,6,6,76,38
65,48,5,480,240
27,16,6,196,98
29,21,7,302,151
21,13,7,190,95
22,14,6,170,85
23,17,5,170,85
28,12,7,174,87
114,55,7,782,391
48,27,5,274,137
46,26,5,262,131
26,21,6,254,127
35,24,6,296,148
11,4,5,44,22
56,42,6,508,254
36,23,7,332,166
24,10,6,122,61
23,9,3,58,29
44,23,6,280,140
55,24,7,344,172
2,1,4,10,5
31,21,6,252,126
23,14,7,204,102
16,8,7,116,58
21,8,6,98,49
67,26,7,372,186
6,3,7,52,26
75,41,6,496,248
70,28,6,340,170
9,6,3,38,19
58,40,6,486,243
33,13,5,134,67
36,21,6,252,126
35,24,6,288,144
17,8,7,120,60
49,33,7,474,237
6,3,4,30,15
36,17,7,244,122
14,9,6,114,57
85,36,7,516,258
38,25,7,352,176
96,41,4,334,167
63,45,7,632,316
12,6,6,76,38
26,16,7,224,112
94,37,7,526,263
42,27,7,382,191
31,22,4,178,89
25,17,5,170,85
74,32,7,450,225
11,7,5,70,35
9,4,6,48,24
37,15,7,216,108
36,25,4,202,101
10,6,4,52,26
47,30,7,420,210
25,19,6,234,117
27,14,7,196,98
26,19,5,194,97
103,48,7,678,339
55,31,7,444,222
10,5,5,58,29
57,19,6,228,114
30,17,6,212,106
49,43,6,520,260
23,13,6,164,82
24,10,6,126,63
24,19,6,236,118
33,22,5,220,110
58,40,6,480,240
24,19,4,154,77
82,43,6,520,260
43,33,6,406,203
61,34,6,412,206
72,47,6,570,285
42,31,6,382,191
26,14,7,204,102
40,27,5,270,135
40,24,6,296,148
21,16,6,192,96
30,17,6,212,106
25,16,7,224,112
93,38,3,228,114
17,10,5,106,53
50,29,7,418,209
16,11,7,154,77
53,34,7,476,238
38,30,7,426,213
24,15,5,152,76
4,2,6,30,15
43,32,7,448,224
39,23,7,326,163
11,5,6,66,33
50,20,7,284,142
79,43,7,604,302
44,37,6,448,224
31,22,7,308,154
14,7,5,70,35
52,22,6,266,133
61,35,7,492,246
30,18,7,252,126
39,32,5,326,163
33,24,6,290,145
12,6,7,90,45
15,9,4,76,38
23,15,6,190,95
27,13,5,130,65
25,8,7,112,56
52,32,5,328,164
8,4,6,58,29
54,44,4,352,176
64,34,7,486,243
66,45,7,636,318
30,20,5,206,103
15,9,5,98,49
19,9,7,138,69
46,34,4,272,136
23,13,6,160,80
8,4,5,44,22
82,53,7,752,376
54,46,4,368,184
22,11,5,110,55
13,9,6,116,58
62,36,2,144,72
42,26,7,370,185
61,36,7,508,254
55,38,7,532,266
33,24,7,342,171
22,16,6,194,97
50,26,7,364,182
47,21,7,304,152
57,42,6,506,253
50,50,1,100,50
71,38,7,534,267
47,28,7,400,200
59,39,6,470,235
51,21,5,210,105
34,16,5,166,83
45,16,5,166,83
44,28,7,392,196
75,27,7,382,191
18,12,3,76,38
59,33,6,400,200
15,11,5,118,59
6,4,4,38,19
60,37,5,374,187
21,13,6,156,78
12,6,6,78,39
14,10,7,148,74
94,41,5,412,206
41,24,7,340,170
35,16,6,192,96
31,19,5,196,98
20,12,6,150,75
17,7,5,78,39
52,35,7,490,245
20,11,7,158,79
29,16,7,228,114
54,33,6,402,201
34,27,6,334,167
54,32,7,450,225
39,24,6,288,144
59,32,5,322,161
11,5,6,60,30
54,36,6,442,221
40,21,6,262,131
41,22,7,308,154
10,5,7,76,38
43,30,6,370,185
62,43,6,516,258
18,7,6,90,45
38,30,6,362,181
10,5,6,70,35
17,9,6,116,58
40,21,7,302,151
23,17,7,246,123
11,6,7,96,48
19,11,5,114,57
24,15,7,214,107
31,21,7,296,148
22,10,7,144,72
58,35,7,500,250
39,15,5,152,76
46,28,6,346,173
40,27,6,332,166
21,13,5,134,67
27,14,5,146,73
11,4,6,48,24
18,11,7,154,77
54,36,6,438,219
11,9,7,126,63
18,10,6,122,61
19,10,6,124,62
56,15,6,182,91
30,20,7,292,146
42,21,7,306,153
29,19,5,194,97
12,8,5,80,40
14,10,6,122,61
18,14,7,196,98
16,8,7,122,61
29,12,7,176,88
64,37,7,530,265
50,37,6,448,224
22,14,6,168,84
39,18,6,218,109
22,20,5,204,102
49,34,5,348,174
42,20,7,292,146
11,11,1,22,11
8,3,7,52,26
28,21,7,300,150
23,18,6,218,109
28,19,6,238,119
32,22,7,308,154
29,10,5,100,50
11,5,7,72,36
9,5,6,60,30
69,39,7,558,279
27,15,7,214,107
39,24,7,340,170
15,7,6,90,45
21,13,6,156,78
18,13,6,156,78
18,9,6,110,55
28,25,6,302,151
45,23,7,332,166
55,41,7,584,292
46,33,6,402,201
25,14,7,200,100
81,45,6,550,275
66,53,6,642,321
26,11,5,118,59
52,46,6,562,281
30,25,7,358,179
34,16,7,228,114
36,18,6,216,108
53,38,6,462,231
7,3,5,34,17
37,17,7,246,123
27,18,7,258,129
42,26,7,366,183
43,24,7,338,169
7,5,7,76,38
12,6,6,80,40
29,20,6,246,123
27,15,6,180,90
21,8,5,86,43
25,16,7,234,117
78,61,5,610,305
27,21,7,304,152
69,33,7,474,237
11,8,4,70,35
14,8,5,88,44
9,5,7,78,39
30,15,7,214,107
58,37,7,522,261
7,3,7,52,26
56,19,7,274,137
50,42,6,510,255
9,5,5,58,29
47,27,7,386,193
24,15,6,180,90
53,36,7,506,253
66,31,7,446,223
54,31,7,438,219
13,7,7,108,54
44,29,6,352,176
16,7,5,72,36
30,18,7,256,128
9,4,6,52,26
25,16,6,202,101
84,52,6,626,313
31,22,6,268,134
10,6,7,84,42
16,6,7,90,45
61,24,6,296,148
30,13,6,156,78
37,18,6,224,112
18,9,6,118,59
52,24,7,342,171
19,8,6,98,49
26,17,7,248,124
30,21,6,260,130
20,11,4,90,45
53,25,5,252,126
49,24,6,294,147
9,5,5,54,27
70,47,6,572,286
41,27,6,332,166
6,6,1,12,6
12,6,7,90,45
27,10,6,128,64
57,26,7,370,185
45,38,6,460,230
42,30,6,370,185
38,27,5,270,135
47,34,6,418,209
30,19,5,190,95
57,34,6,408,204
46,27,6,328,164
45,25,7,350,175
18,10,7,148,74
53,33,7,474,237
10,6,6,80,40
42,22,7,308,154
25,17,6,212,106
35,21,5,214,107
63,40,7,568,284
17,7,7,110,55
10,8,5,84,42
46,24,6,296,148
48,31,6,376,188
39,21,5,210,105
12,5,7,72,36
41,28,6,342,171
25,18,7,264,132
32,17,6,212,106
36,24,7,336,168
50,39,6,474,237
28,15,7,218,109
52,30,7,426,213
42,18,7,260,130
52,27,5,278,139
19,10,7,150,75
18,13,2,52,26
21,15,7,216,108
23,9,5,98,49
50,28,7,400,200
50,27,7,380,190
26,12,6,146,73
24,12,6,152,76
12,7,6,94,47
45,20,6,248,124
33,29,6,352,176
81,48,6,584,292
14,7,5,74,37
80,41,7,584,292
40,14,7,198,99
135,59,7,838,419
47,25,6,300,150
57,41,6,502,251
24,13,7,190,95
43,25,7,358,179
66,43,7,612,306
34,20,7,286,143
28,18,7,264,132
45,27,7,380,190
30,12,6,152,76
64,42,7,594,297
23,9,6,114,57
56,27,7,384,192
53,15,7,222,111
38,20,6,248,124
26,16,6,198,99
36,23,6,286,143
33,16,7,232,116
31,17,6,208,104
9,6,5,68,34
94,52,4,416,208
67,47,5,470,235
31,13,7,188,94
23,15,7,214,107
60,47,6,572,286
12,8,7,112,56
16,11,5,118,59
32,14,7,198,99
28,14,7,206,103
39,25,4,204,102
25,15,6,190,95
23,13,7,192,96
45,26,6,312,156
22,20,5,202,101
20,9,7,136,68
44,22,6,274,137
56,26,6,312,156
58,35,2,142,71
51,25,6,302,151
25,16,7,230,115
25,9,6,108,54
17,10,7,142,71
29,19,6,234,117
21,12,6,148,74
40,24,7,342,171
41,26,7,368,184
44,25,5,250,125
50,16,7,224,112
51,34,5,340,170
22,18,5,186,93
46,35,6,422,211
27,19,7,274,137
51,23,6,282,141
60,23,7,322,161
29,12,7,174,87
1,1,1,2,1
32,20,6,242,121
10,5,7,78,39
15,7,7,104,52
46,28,7,392,196
47,33,7,466,233
54,24,7,348,174
27,16,7,230,115
22,14,6,168,84
32,17,7,244,122
38,22,6,266,133
37,26,7,368,184
37,24,7,346,173
11,6,6,76,38
39,25,6,304,152
6,3,5,38,19
67,43,7,602,301
27,17,7,250,125
46,28,7,402,201
56,26,7,364,182
46,42,3,252,126
54,34,6,418,209
18,14,4,114,57
39,14,6,178,89
36,26,6,322,161
10,7,5,72,36
25,13,6,166,83
24,11,6,138,69
14,7,5,70,35
22,18,5,182,91
35,18,6,216,108
31,16,6,196,98
50,27,7,390,195
40,22,5,224,112
33,24,7,348,174
24,19,6,228,114
39,23,7,326,163
14,7,6,88,44
47,28,7,398,199
56,44,6,536,268
17,6,5,66,33
14,8,7,114,57
17,7,6,90,45
59,28,7,400,200
35,23,7,332,166
21,10,7,150,75
40,25,7,362,181
32,20,7,280,140
15,8,7,122,61
12,7,4,62,31
46,31,6,382,191
24,16,7,234,117
67,41,7,582,291
29,17,6,210,105
25,9,6,114,57
48,35,7,492,246
27,18,7,260,130
86,52,7,734,367
27,14,7,208,104
47,32,7,456,228
26,11,6,138,69
9,5,7,74,37
31,21,6,260,130
23,12,7,172,86
48,38,5,386,193
32,20,6,248,124
24,13,7,182,91
52,26,6,314,157
19,12,7,178,89
22,13,6,158,79
5,3,3,22,11
17,14,5,146,73
30,19,7,270,135
30,17,6,208,104
27,18,5,184,92
11,7,6,88,44
19,13,6,166,83
21,13,7,192,96
38,26,6,318,159
26,15,6,186,93
6,2,6,32,16
78,43,6,518,259
67,43,6,520,260
13,7,6,90,45
29,9,7,134,67
13,10,7,152,76
65,52,5,526,263
12,9,6,110,55
17,11,7,156,78
19,12,7,174,87
22,9,7,138,69
71,36,7,516,258
11,4,7,68,34
5,3,4,26,13
37,13,6,164,82
26,20,7,280,140
45,31,6,372,186
27,11,5,112,56
22,10,7,142,71
21,15,6,180,90
25,10,6,124,62
44,20,7,286,143
21,9,6,114,57
24,15,6,190,95
29,13,6,162,81
71,46,3,276,138
14,10,6,124,62
9,6,5,68,34
20,9,7,136,68
61,31,6,378,189
30,16,6,192,96
32,27,5,270,135
37,16,6,192,96
28,12,7,174,87
19,15,6,184,92
47,29,6,358,179
23,7,6,94,47
20,11,6,142,71
46,23,7,326,163
53,27,7,386,193
42,17,7,248,124
45,26,7,364,182
19,12,6,148,74
9,6,7,92,46
46,21,6,260,130
27,12,6,152,76
60,37,6,454,227
36,16,7,224,112
29,18,5,182,91
34,22,7,314,157
19,8,6,100,50
41,21,6,260,130
66,31,7,436,218
23,12,6,150,75
18,14,6,168,84
34,15,7,222,111
40,28,7,402,201
27,20,5,206,103
13,9,6,110,55
22,16,6,192,96
16,7,6,92,46
36,20,3,124,62
17,12,4,98,49
28,11,6,138,69
49,25,7,362,181
35,21,6,262,131
42,33,7,474,237
29,19,6,230,115
17,5,6,62,31
36,17,7,238,119
25,14,6,178,89
19,7,7,102,51
52,31,7,440,220
9,4,6,56,28
71,30,7,428,214
129,46,6,558,279
10,6,7,88,44
19,13,7,190,95
77,31,6,382,191
81,44,6,538,269
41,27,6,326,163
12,6,6,78,39
8,4,5,48,24
27,19,7,272,136
16,7,5,78,39
59,37,6,450,225
69,37,6,452,226
61,36,7,508,254
32,17,7,242,121
29,15,6,182,91
36,25,5,250,125
27,18,6,216,108
15,9,6,116,58
20,12,6,148,74
18,9,7,134,67
32,18,7,256,128
70,53,6,640,320
14,9,6,114,57
26,20,6,244,122
36,19,6,230,115
22,10,6,126,63
24,20,5,202,101
73,45,7,642,321
22,14,6,178,89
22,15,6,184,92
8,5,5,52,26
7,5,7,72,36
30,8,5,88,44
29,13,7,190,95
15,8,6,100,50
27,14,5,140,70
63,47,7,664,332
43,21,7,304,152
11,8,5,80,40
41,24,7,336,168
40,24,7,340,170
14,11,5,114,57
15,12,7,168,84
17,9,6,114,57
58,40,7,564,282
10,5,7,82,41
51,26,6,318,159
22,13,4,110,55
61,31,5,318,159
17,7,6,94,47
54,46,5,466,233
51,36,6,442,221
22,9,5,96,48
38,26,7,366,183
72,22,6,274,137
61,28,7,400,200
7,3,6,46,23
29,9,7,130,65
52,22,7,308,154
34,13,6,162,81
28,15,7,220,110
21,15,5,152,76
16,9,7,128,64
25,19,4,158,79
38,17,7,244,122
13,7,6,86,43
32,13,6,164,82
50,28,7,396,198
10,5,5,54,27
50,37,5,376,188
40,20,5,202,101
46,29,6,348,174
34,12,7,178,89
16,9,7,128,64
44,30,6,360,180
61,34,7,484,242
23,15,7,220,110
23,14,7,200,100
22,15,6,190,95
74,27,7,382,191
19,9,6,118,59
33,26,7,364,182
36,18,7,258,129
14,11,7,154,77
36,19,7,274,137
42,30,6,370,185
41,26,7,368,184
28,17,6,208,104
10,6,4,48,24
22,10,5,108,54
13,8,6,96,48
22,13,6,160,80
7,4,5,42,21
62,43,6,526,263
52,42,6,504,252
21,15,6,186,93
41,17,7,244,122
13,11,6,136,68
39,25,6,310,155
36,20,6,240,120
38,29,6,348,174
23,16,5,160,80
33,22,6,272,136
34,17,6,204,102
41,20,7,282,141
13,8,7,120,60
10,4,6,58,29
22,13,7,182,91
73,34,7,486,243
21,13,6,164,82
47,30,7,426,213
138,43,6,520,260
80,46,6,554,277
49,27,6,326,163
10,6,7,88,44
9,5,6,64,32
48,38,5,386,193
48,27,6,326,163
11,4,6,56,28
73,36,7,516,258
27,10,7,144,72
21,8,7,120,60
24,15,6,184,92
45,25,6,302,151
25,14,5,148,74
22,14,6,170,85
21,12,7,174,87
35,22,7,316,158
20,11,6,132,66
79,44,6,528,264
36,11,6,132,66
56,28,7,404,202
20,10,6,130,65
33,28,6,336,168
42,27,6,324,162
61,22,5,228,114
8,6,4,52,26
41,28,7,398,199
42,26,7,372,186
34,22,6,272,136
25,11,6,142,71
27,17,5,170,85
27,17,7,238,119
20,6,5,66,33
33,18,6,224,112
10,7,6,86,43
39,25,7,360,180
62,30,7,428,214
50,32,5,328,164
14,10,6,122,61
22,13,7,194,97
9,6,7,84,42
15,7,7,104,52
19,13,6,156,78
40,31,5,318,159
46,35,6,428,214
50,38,6,460,230
23,9,6,116,58
21,12,6,154,77
23,13,7,190,95
31,22,5,220,110
9,6,5,62,31
33,25,6,304,152
37,30,6,368,184
39,22,7,310,155
27,14,7,204,102
14,8,6,102,51
23,12,7,172,86
10,5,4,46,23
42,33,5,334,167
8,3,5,38,19
9,5,6,60,30
10,6,6,82,41
26,9,6,116,58
10,7,7,102,51
13,9,6,108,54
46,28,6,342,171
12,8,6,100,50
9,7,5,72,36
37,23,5,230,115
28,23,6,276,138
21,14,6,176,88
8,4,6,52,26
23,12,7,178,89
40,13,7,194,97
34,18,5,188,94
75,45,7,636,318
12,5,7,80,40
50,31,5,316,158
19,13,6,162,81
21,7,5,74,37
32,13,6,158,79
36,26,7,370,185
36,29,5,296,148
37,17,7,238,119
36,28,7,394,197
59,35,6,420,210
28,16,6,196,98
32,23,6,280,140
20,6,5,66,33
29,13,6,164,82
36,30,6,362,181
11,6,4,54,27
74,32,6,386,193
7,4,7,58,29
50,39,7,550,275
28,16,7,224,112
49,24,6,288,144
57,37,6,444,222
52,34,7,486,243
20,12,6,148,74
22,16,5,164,82
23,11,6,132,66
40,18,6,224,112
56,19,7,268,134
16,5,6,62,31
19,13,6,166,83
2,1,6,14,7
45,19,6,238,119
37,17,6,208,104
31,15,5,156,78
15,7,4,62,31
49,19,7,266,133
29,17,7,250,125
15,10,7,140,70
32,21,6,258,129
6,3,7,42,21
24,12,6,146,73
46,37,6,444,222
29,17,7,242,121
33,17,6,214,107
65,41,5,412,206
29,22,6,268,134
57,36,7,508,254
32,26,5,260,130
35,20,6,246,123
12,6,5,64,32
65,39,6,476,238
20,18,4,144,72
56,41,5,416,208
30,16,6,192,96
14,8,5,82,41
14,7,6,86,43
22,6,6,82,41
42,28,7,400,200
21,11,7,158,79
39,28,7,402,201
39,28,7,396,198
22,13,6,156,78
13,5,6,62,31
19,11,7,160,80
21,15,6,180,90
21,8,7,122,61
52,46,5,468,234
37,15,7,212,106
36,20,7,290,145
23,13,7,194,97
24,14,7,198,99
18,12,6,148,74
33,13,7,184,92
67,40,6,480,240
49,26,6,322,161
36,24,6,292,146
32,22,6,268,134
40,27,6,328,164
13,6,5,68,34
61,27,7,386,193
42,27,7,382,191
43,15,6,184,92
5,4,4,32,16
42,18,6,216,108
55,23,6,280,140
1,1,4,8,4
30,21,6,260,130
19,12,7,178,89
21,12,7,170,85
16,8,6,104,52
58,29,7,416,208
9,5,7,72,36
37,31,6,378,189
50,21,7,304,152
13,8,5,82,41
64,46,6,554,277
18,9,6,114,57
33,18,6,218,109
40,27,7,388,194
14,10,6,130,65
43,37,7,528,264
7,3,5,30,15
27,16,6,192,96
18,7,7,108,54
56,28,7,396,198
42,20,5,202,101
48,19,5,192,96
48,36,7,510,255
7,3,7,54,27
15,8,7,122,61
36,23,7,326,163
56,31,7,446,223
26,12,5,124,62
25,19,4,156,78
69,40,7,560,280
12,6,7,88,44
23,7,7,110,55
29,18,7,252,126
60,23,4,190,95
11,7,6,86,43
16,13,2,52,26
46,27,7,380,190
28,17,7,250,125
27,13,7,194,97
42,21,6,260,130
60,30,6,370,185
42,26,7,370,185
23,8,6,96,48
13,9,6,108,54
29,15,6,182,91
47,38,6,458,229
20,7,7,98,49
13,7,7,110,55
19,15,5,154,77
34,27,6,328,164
54,28,6,346,173
54,29,7,410,205
34,28,6,340,170
71,35,6,422,211
68,47,5,470,235
39,28,6,344,172
15,10,7,144,72
41,33,6,406,203
68,27,6,332,166
21,17,6,204,102
22,16,5,168,84
34,20,7,288,144
101,57,2,230,115
16,7,4,58,29
60,32,7,458,229
21,11,6,142,71
39,24,7,342,171
38,26,7,370,185
23,13,6,156,78
7,2,5,24,12
41,24,7,348,174
36,25,7,350,175
7,5,5,50,25
44,14,7,208,104
77,22,7,320,160
55,35,6,422,211
38,18,7,256,128
14,10,4,82,41
19,12,6,154,77
61,23,7,332,166
30,17,7,242,121
42,26,5,264,132
28,20,5,204,102
5,3,5,36,18
10,7,5,74,37
23,14,6,170,85
17,10,5,106,53
15,8,6,98,49
78,37,7,524,262
17,6,7,86,43
45,41,5,410,205
65,30,7,420,210
39,29,7,408,204
29,17,6,210,105
12,7,4,56,28
18,12,6,146,73
42,31,6,378,189
17,8,6,96,48
11,6,6,82,41
53,36,7,504,252
64,38,6,456,228
31,15,6,180,90
22,8,6,102,51
39,39,1,78,39
32,23,7,326,163
58,35,7,502,251
58,35,7,494,247
38,23,7,322,161
40,20,7,290,145
38,23,7,332,166
36,25,7,352,176
48,36,6,432,216
55,55,1,110,55
58,37,7,518,259
39,31,7,436,218
58,43,6,516,258
44,23,5,230,115
9,6,5,62,31
19,11,6,132,66
47,31,7,436,218
44,26,6,314,157
14,9,6,110,55
45,34,6,414,207
17,12,6,148,74
30,8,6,106,53
49,33,6,396,198
41,23,7,330,165
10,6,6,76,38
19,11,7,160,80
87,49,5,496,248
39,23,7,328,164
37,15,6,180,90
23,17,5,170,85
15,9,6,108,54
17,9,6,118,59
43,26,7,370,185
28,11,7,160,80
26,15,7,212,106
48,34,7,484,242
31,24,7,346,173
46,38,5,384,192
46,32,5,326,163
66,30,7,424,212
9,5,6,70,35
44,37,6,444,222
30,22,6,270,135
43,21,7,294,147
11,7,7,100,50
31,23,6,282,141
62,38,6,464,232
6,3,6,40,20
35,25,6,302,151
11,5,7,72,36
16,7,4,56,28
38,25,10,512,256
35,15,6,190,95
7,4,7,62,31
22,11,5,112,56
19,14,6,176,88
30,20,6,244,122
15,6,7,96,48
71,35,7,494,247
7,7,1,14,7
49,36,15,1090,545
39,32,6,394,197
24,15,6,180,90
7,7,1,14,7
10,3,7,52,26
19,11,7,158,79
42,37,5,370,185
19,10,7,146,73
18,14,4,116,58
22,14,9,260,130
34,19,4,152,76
38,19,7,270,135
41,24,10,492,246
33,15,6,184,92
12,9,5,92,46
13,9,6,116,58
35,19,7,274,137
16,9,7,128,64
17,10,7,150,75
78,45,7,640,320
56,38,6,456,228
44,23,6,280,140
40,20,10,406,203
22,19,4,158,79
45,28,5,288,144
31,16,7,232,116
13,7,2,30,15
10,5,6,66,33
32,26,7,366,183
35,15,6,190,95
21,13,6,158,79
45,17,7,250,125
6,4,6,48,24
9,3,7,54,27
6,3,7,52,26
85,53,5,532,266
49,23,7,322,161
35,25,7,360,180
15,7,7,108,54
21,13,7,186,93
25,19,5,190,95
17,13,6,158,79
26,14,6,170,85
39,18,7,254,127
48,41,7,586,293
59,41,6,502,251
20,12,7,180,90
68,43,6,522,261
58,46,6,556,278
43,20,6,246,123
49,39,6,474,237
51,25,7,356,178
40,18,7,262,131
43,17,5,170,85
54,43,10,862,431
11,6,5,66,33
23,12,7,176,88
36,16,10,324,162
39,26,7,370,185
27,17,7,244,122
19,9,7,128,64
18,12,6,154,77
30,21,6,256,128
43,26,11,592,296
10,6,7,84,42
22,16,7,236,118
90,69,6,828,414
22,17,6,212,106
52,23,7,324,162
21,9,6,116,58
9,7,6,92,46
18,9,6,116,58
34,22,9,400,200
72,41,7,580,290
10,5,7,74,37
34,15,6,184,92
50,41,6,500,250
8,6,5,62,31
41,29,7,410,205
23,13,7,186,93
48,43,41,3558,1779
56,29,7,406,203
48,26,7,372,186
25,11,7,158,79
39,28,6,342,171
18,9,6,110,55
59,22,7,308,154
10,4,7,66,33
24,17,6,206,103
52,43,6,526,263
31,25,6,306,153
12,7,6,86,43
9,4,7,62,31
65,31,6,382,191
43,23,7,334,167
33,19,5,196,98
35,13,6,160,80
86,34,12,828,414
18,12,11,264,132
31,19,10,386,193
29,22,5,228,114
23,7,5,76,38
39,24,7,344,172
61,29,6,354,177
19,8,4,66,33
66,36,7,514,257
31,25,4,206,103
63,40,5,404,202
8,5,7,74,37
25,13,7,188,94
70,34,7,488,244
49,38,6,464,232
45,38,21,1600,800
25,19,6,232,116
52,36,17,1248,624
32,19,6,228,114
76,44,6,528,264
41,19,6,234,117
68,41,7,574,287
17,9,7,128,64
59,34,7,488,244
8,7,6,84,42
33,16,6,194,97
17,15,6,186,93
34,18,6,222,111
39,28,7,394,197
27,14,7,202,101
21,9,7,132,66
50,32,17,1116,558
42,29,7,408,204
28,19,7,272,136
16,9,6,112,56
34,21,6,258,129
33,21,7,300,150
39,22,6,266,133
42,23,7,322,161
47,33,6,396,198
66,21,8,344,172
45,28,7,396,198
39,19,7,278,139
45,16,5,164,82
22,14,7,198,99
7,4,2,18,9
34,20,7,288,144
21,10,5,102,51
47,30,7,424,212
40,29,7,414,207
39,13,7,188,94
16,11,7,160,80
10,6,6,72,36
55,24,6,290,145
33,30,7,422,211
121,59,6,716,358
16,7,6,90,45
70,44,7,618,309
14,10,6,120,60
53,44,7,618,309
